surname	firstname	twostephash	uid
Morley	" Mr. Henry Samuel (""Mr Henry Marshall"")"	{1655299, 755203, 1213958, 459782, 748551, 1914376, 2035209, 550924, 1499156, 1114645, 306710, 586774, 1543704, 962582, 890393, 1753114, 1167388, 749085, 1138718, 1545246, 1059872, 1665054, 576037, 679462, 1077797, 729640, 1437221, 970797, 426030, 689711, 769072, 1305647, 1162291, 392246, 442423, 1967670, 1548345, 1093179, 393789, 1701438, 922687, 335937, 207938, 995905, 1064513, 1350212, 1687619, 1813062, 1136714, 790092, 30801, 788050, 1951825, 229974, 861270, 101464, 120920, 451674, 1124955, 319068, 547421, 597084, 602206, 954463, 1402456, 845412, 189029, 139366, 355431, 701029, 1322597, 1412713, 1623149, 496238, 829552, 1460338, 502899, 233588, 951411, 441462, 831094, 1153143, 675961, 1110649, 1372276, 105599, 285824, 1571972, 957063, 1131657, 126090, 505994, 1984651, 57489, 1229969, 1740434, 1827990, 1308823, 1431703, 200857, 1789084, 39072, 932003, 1948323, 2011812, 906920, 548521, 573101, 1679533, 346289, 554162, 1942199, 489663, 59584, 801474, 1791171, 1238212, 1199301, 745673, 1279177, 1771721, 1918154, 500431, 1613009, 479443, 1601748, 1568469, 1483481, 663545, 1224414, 149727, 1073377, 1589985, 38627, 1631460, 1302249, 1247471, 806128, 631028, 404213, 1393398, 1416951, 435960, 861944, 961277, 1316096, 1535745, 1089282, 1714947, 1592069, 608529, 14612, 473365, 1172244, 1488661, 1385752, 1794836, 157466, 544539, 1559322, 2005271, 1454367, 74017, 1443618, 380710, 1326888, 1760553, 1930025, 249643, 465195, 1550125, 433966, 1177903, 1671475, 967480, 217914, 1939258, 260412, 1398590, 1647935, 299841, 1831745, 1218371, 264008, 802120, 1420617, 113995, 1626952, 1433933, 1442126, 984399, 1508686, 1857869, 1877328, 1515353, 255834, 1527131, 249180, 327004, 1392477, 200031, 799072, 1816921, 1727330, 186725, 1561957, 1258855, 867176, 1730917, 26474, 1970023, 1151857, 1295730, 808821, 170872, 1290617, 916347, 1080187, 1692029, 104319, 2041218, 131972, 372613, 2032006, 307595, 386956, 29069, 1580431, 1504150, 279450, 834971, 833953, 784290, 1565091, 1253796, 1595298, 1934753, 1041319, 243114, 267691, 1469867, 1043373, 1787308, 853936, 1271218, 1729972, 994229, 337846, 93112, 1693115, 1712059, 540608, 1889733, 986567, 1174983, 1821648, 1210833, 582616, 1117144, 1240027, 1734108, 1148893, 1256414, 1255903, 1281504, 118754, 721378, 1395682, 1994722, 522726, 1794022, 446440, 775656, 1500136, 331755, 678381, 232942, 1244654, 753136, 83953, 1553905, 1704948, 592373, 988662, 1636345, 1521659, 622589, 313854}	705
Van Impe	 Mrs. Jean Baptiste (Rosalie Paula Govaert)	{292865, 1294337, 1433604, 61448, 577544, 1429514, 473101, 1542157, 1388559, 1527824, 827413, 1814554, 1069085, 835629, 970797, 1093682, 6197, 1646656, 1980512, 782434, 868450, 829552, 772213, 493690, 370822, 1091718, 323721, 1935503, 39072, 2035905, 1130690, 598212, 1960141, 872655, 936150, 1972468, 706806, 1519863, 719102, 1351940, 434439, 1968395, 1341708, 1587490, 1757480, 1767729, 1671475, 557365, 805173, 260412, 702790, 119116, 1560911, 1005916, 733541, 182642, 1040758, 696696, 1212792, 1163647, 143748, 713092, 2032006, 1319306, 711052, 876941, 1171869, 1237408, 833953, 1096097, 10663, 819625, 1145259, 1741231, 1931695, 2017715, 1702333, 551364, 162246, 934347, 1210833, 242149, 1651186, 1997298, 592373, 1249782, 147980, 748052, 1024533, 428567, 1790507, 1700397, 1749553, 784955, 1448507, 2023995, 1245764, 1661508, 1503815, 2021975, 1884761, 1307228, 547421, 1907297, 217700, 1133158, 223859, 705150, 1038983, 344712, 1413769, 1143443, 1090197, 330396, 635578, 2042558, 1983174, 187088, 25297, 948946, 850649, 316126, 174816, 234237, 824070, 1493771, 623390, 676639, 140076, 822067, 738100, 1731385, 1399622, 992078, 1909584, 1516372, 432985, 895848, 1098602, 1229695, 1149827, 1196934, 998283, 181137, 1620882, 1770416, 709557, 994229, 414647, 1461186, 1706946, 220102, 588742, 797641, 74705, 795605, 768982, 1256414, 1311712, 1704948, 1000438, 1430525, 1729538, 996362, 1049619, 439325, 1545246, 236592, 21557, 801846, 1600566, 437329, 1938517, 984156, 701553, 502899, 81020, 525438, 212106, 277644, 1064085, 582806, 1827990, 810141, 1379489, 1332402, 373945, 752830, 695487, 971969, 1156290, 1895622, 961737, 1780939, 31955, 459998, 556255, 1408223, 1180897, 1041637, 462064, 806128, 1760506, 349436, 1664252, 953599, 1213705, 1107210, 1119499, 1113360, 199959, 27929, 1389863, 329001, 1008939, 566585, 1647935, 664901, 1418566, 1420617, 113995, 669005, 1994061, 1877328, 904529, 1496401, 632150, 1252706, 1406307, 980340, 1326463, 1336708, 1588616, 380301, 1887632, 472467, 816539, 861598, 134565, 267691, 1043888, 1271218, 1693115, 1975740, 382399, 1426879, 986567, 1658327, 1410524, 101853, 775656, 988662, 755203, 1654275, 273928, 443913, 2035209, 1537548, 99870, 1809954, 1437221, 456232, 1281576, 1265198, 1031737, 69179, 1816127, 939587, 1951306, 644684, 632398, 304719, 1740376, 1922655, 1840738, 1310315, 1273467, 366210, 1058436, 1498767, 1851024, 446107, 1638053, 165548, 2002609, 1298108, 499411, 902878, 1150691, 1576676, 351979, 691949, 1965817, 528126, 1634046, 1535745, 1158916, 1472274, 2008850, 157466, 1713952, 481069, 1582896, 739124, 757561, 1464124, 567102, 1398590, 112448, 927554, 1343306, 864076, 1883982, 2017115, 620388, 1345390, 1394542, 624502, 1754998, 614270, 247681, 1568649, 1544077, 1572763, 688032, 1372079, 1296304, 4027, 1126346, 1812429, 1718226, 456665, 520155, 1581020, 331755, 1071088, 774133, 239606, 968701}	799
Crosby	 Miss. Harriet R	{613376, 332297, 1218569, 1388559, 1049619, 87573, 1024533, 1114645, 1240604, 933409, 1862180, 576037, 1077797, 1098279, 1700397, 1743406, 236592, 1003062, 1967670, 166968, 335937, 995905, 1628227, 1350212, 1847874, 1433159, 942672, 1620048, 1717331, 1637973, 1739862, 101464, 1463385, 602714, 1884761, 1307743, 782434, 967267, 1432163, 2016369, 200309, 1153143, 560759, 1184893, 1757823, 187524, 313479, 323721, 126090, 1317517, 1585297, 1370779, 192668, 1789084, 1622688, 664737, 932003, 1581733, 1953959, 1039528, 1231532, 1679533, 554162, 936114, 373945, 1128636, 752830, 489663, 58562, 1238212, 1960141, 500431, 31955, 215767, 850649, 1170649, 1508569, 824028, 174816, 1589985, 316142, 589039, 1992942, 1159411, 799997, 1698046, 1791230, 1215235, 617732, 1714947, 24839, 1313544, 525071, 1134870, 84764, 666908, 29472, 986918, 276776, 1029928, 744746, 19755, 1760553, 481069, 433966, 1930025, 355125, 1731385, 604475, 260412, 567102, 1647935, 757568, 1729343, 1806664, 973132, 1442126, 819535, 1516372, 56663, 1519099, 255834, 821598, 1117023, 1058144, 1561957, 1343337, 1151857, 281460, 1149827, 131972, 1336708, 1951619, 909192, 1544077, 181137, 1504150, 834971, 1237408, 245154, 969641, 880553, 99755, 501675, 1145259, 294831, 853936, 1372079, 1821103, 1868211, 1271736, 1977272, 1426879, 1461186, 1357251, 772548, 1126346, 950734, 266195, 463838, 116192, 1607648, 21989, 667623, 1500136, 1923562, 753136, 1756663, 1959417, 1521659}	540
Jarvis	 Mr. John Denzil	{61448, 564746, 364559, 304659, 397331, 1049619, 586774, 1114645, 202277, 1398823, 729640, 916522, 891435, 1121324, 362541, 1357359, 1443888, 1801775, 392246, 242746, 1198651, 335937, 315458, 1687619, 370245, 383047, 843338, 687691, 1035339, 632398, 1797711, 788050, 203350, 1304151, 960088, 1740376, 1884761, 1124955, 1307228, 602206, 1140838, 1497198, 2001007, 829552, 494195, 1215607, 1432184, 323721, 126090, 624272, 1229969, 1323666, 1559184, 1731223, 706205, 1252003, 1730213, 1703080, 513709, 795315, 416949, 246456, 1143997, 1543869, 59584, 58562, 644808, 1918154, 500431, 1279186, 820947, 233178, 459998, 1065698, 38627, 1631460, 475365, 1041637, 1890020, 875244, 1724653, 1334516, 1393398, 435960, 1195771, 1535745, 1581828, 24839, 1646344, 1213705, 1384713, 1341708, 526096, 608529, 157466, 860447, 181544, 1550125, 433966, 98095, 862514, 1671475, 209716, 757561, 1013051, 1603902, 786752, 1339210, 1442126, 1450834, 185688, 1501528, 310619, 200031, 263008, 1117023, 7530, 1098602, 4974, 1588590, 497523, 892276, 1636729, 1244538, 1103227, 1613704, 1466777, 94618, 834971, 741789, 509345, 981496, 99755, 376243, 1171894, 933303, 1177529, 1006010, 1693115, 1950651, 1426879, 1225665, 1461186, 551364, 1174983, 797641, 41932, 799184, 1585105, 1073107, 802779, 1581020, 1256414, 1149409, 679911, 775656, 1091048, 91117, 1704948, 1110517, 1522677, 1019895, 1751544, 1331196}	586
Ali	 Mr. Ahmed	{98310, 1722375, 737298, 586774, 1713686, 265753, 729640, 970797, 801846, 1010752, 1646656, 1865797, 1122376, 634446, 821840, 788050, 1881179, 875104, 1505377, 1675361, 701029, 2001007, 829552, 502899, 1697410, 435852, 845455, 1740434, 429225, 579244, 1983174, 112330, 1918154, 113359, 233178, 1224414, 1145055, 1150691, 1231081, 1643243, 1535745, 713477, 824070, 1002249, 1245449, 1119499, 1024786, 1817363, 640284, 1443618, 1351461, 2037031, 1550125, 1671475, 893748, 768831, 555328, 1647935, 1032005, 1420617, 778066, 1390421, 1561430, 621914, 1074525, 16735, 200031, 293730, 507243, 1345390, 1059706, 1313161, 491403, 1580431, 1232278, 1572763, 881055, 645542, 1271218, 1693115, 533445, 1174983, 1210833, 1347542, 1256414, 1246687, 1994722, 775656, 276463, 237552, 545268, 592373, 774133, 988662, 1704948}	210
Henry	 Miss. Delia	{98310, 332297, 1049619, 306710, 729632, 794659, 202277, 576037, 679462, 891435, 1700397, 1743406, 6197, 392246, 442423, 1967670, 1031737, 1548345, 1064513, 1847874, 1628227, 427076, 1687619, 1136714, 790092, 1620048, 1739862, 101464, 1884761, 1124955, 597084, 234591, 1412713, 1928818, 951411, 285824, 323721, 612494, 1509528, 1789084, 1581733, 1953959, 429225, 1942199, 1128636, 489663, 1796290, 112330, 1960141, 1170649, 850649, 663545, 1224414, 149727, 1271009, 38627, 1150691, 1631460, 1393398, 1416951, 435960, 1714947, 824070, 24839, 1313544, 1213705, 1890061, 525071, 14612, 473365, 1134870, 1488661, 170264, 157466, 1814303, 74017, 1760553, 1731385, 604475, 260412, 1013051, 1729343, 264008, 1806664, 1005398, 1117023, 799072, 923487, 293730, 1058144, 1418591, 687463, 1343337, 1345390, 1588590, 808821, 1290617, 2041218, 900, 131972, 66957, 303510, 1443224, 1572763, 1622940, 741789, 784290, 1253796, 1041319, 1295272, 1321383, 1787308, 294831, 853936, 1426879, 1461186, 772548, 744402, 768982, 582616, 802779, 1240027, 463838, 1281504, 1543649, 1395682, 21989, 667623, 678381, 1769968, 609268, 1959417, 1519099}	264
Hays	 Miss. Margaret Bechstein	{613376, 1779712, 144388, 1620488, 332297, 319498, 296459, 1914376, 1415181, 1049619, 1024533, 1114645, 231961, 178715, 99870, 1158176, 1077797, 1672233, 1700397, 1743406, 1407025, 1854005, 69179, 1198651, 335937, 207938, 651329, 1137220, 1350212, 702534, 383047, 1570883, 1847874, 1553994, 1446988, 134734, 632398, 515664, 942672, 1526862, 938067, 1620048, 861270, 1739862, 120920, 1463385, 1884761, 1676380, 602206, 1907297, 2030690, 1140838, 1732712, 984682, 238700, 496238, 5232, 441462, 560759, 990328, 493690, 1184893, 1664130, 1297539, 764549, 1091718, 323721, 126090, 1813643, 714380, 1216141, 1317517, 1973386, 1597581, 1395859, 213652, 1320085, 1143447, 1798807, 357021, 1379489, 1492641, 1581733, 1953959, 1703080, 700586, 2222, 554162, 868022, 519867, 855739, 1128636, 489663, 1856193, 58562, 1940673, 1361093, 890057, 864458, 667851, 961737, 1960141, 500431, 1556180, 1568469, 1170649, 1508569, 1026784, 1260768, 402152, 1302249, 627953, 404213, 1965817, 292094, 299775, 375041, 1215235, 1424644, 24839, 1313544, 1341708, 525071, 1134870, 1549086, 676639, 29472, 462114, 369446, 1398054, 156972, 433966, 1497394, 1307444, 967480, 217914, 604475, 786752, 574273, 252741, 1623877, 1806664, 1743177, 1442126, 1519099, 185688, 789849, 255834, 2017115, 781149, 1117023, 849760, 1058144, 507237, 2021221, 1749352, 1343337, 875883, 1785707, 1367917, 1082223, 1488759, 1921399, 1728889, 1737086, 1951619, 105863, 934285, 1717645, 1579924, 1504150, 1975704, 834971, 294305, 509345, 1565091, 503717, 1559462, 1011114, 1770416, 2017715, 123829, 1072056, 338875, 1426879, 1259970, 513987, 772548, 1461186, 1286086, 1637319, 1337293, 266195, 1090005, 734680, 916444, 1148893, 463838, 773598, 907743, 828385, 1442786, 624099, 1607648, 21989, 1627107, 1500136, 975337, 83953, 1777651, 1756663, 1959417, 1521659}	310
Andrews	 Miss. Kornelia Theodosia	{1493509, 459782, 1614342, 332297, 1646602, 1527824, 1894417, 1049619, 1912340, 306710, 1808918, 678425, 162842, 178715, 1545246, 99870, 794659, 202277, 679462, 1942056, 1672233, 1700397, 1743406, 689711, 669232, 523313, 1357359, 21557, 442423, 1031737, 1548345, 1198651, 1052732, 2023995, 417346, 1628227, 1847874, 644684, 632398, 1620048, 1717331, 1739862, 591447, 1304151, 1746518, 1884761, 597084, 1432668, 1443420, 234591, 1096800, 1140838, 1412713, 268399, 829552, 721522, 1651, 730739, 951411, 1167986, 1264244, 1697410, 957063, 2022535, 323721, 775818, 1216141, 1335949, 624272, 1638034, 58517, 1816726, 1315991, 1509528, 549531, 183967, 39072, 1390752, 1252003, 1581733, 1852581, 1953959, 788648, 429225, 510633, 768169, 1703080, 573101, 1090222, 1755816, 16560, 769716, 1790133, 373945, 1078969, 382971, 1128636, 489663, 1238212, 112330, 991948, 1960141, 31955, 820947, 1867479, 1170649, 1477849, 1367260, 142048, 174816, 1026784, 1271009, 34532, 1609953, 1429734, 875244, 550638, 152815, 482547, 1416951, 1795323, 218366, 824070, 24839, 310024, 1213705, 1313544, 81164, 1506573, 525071, 1342223, 1635600, 609554, 473365, 1134870, 199959, 170264, 704281, 157466, 1206040, 643868, 2010390, 567582, 1550623, 1814303, 74017, 1047329, 343848, 329001, 1092915, 739124, 215352, 1731385, 604475, 1729343, 1649984, 1806664, 1743177, 1857869, 1516372, 632150, 974679, 121176, 185688, 508248, 962394, 1005398, 1501528, 1560414, 1117023, 849760, 1058144, 293730, 1418591, 1258855, 1970023, 1783665, 979826, 1244019, 477557, 808821, 914293, 1290617, 104319, 386956, 1087884, 1544077, 2040719, 1623954, 807321, 1572763, 1237408, 784290, 1345957, 637863, 654247, 264108, 1597869, 294831, 1695665, 1647541, 93623, 623547, 887742, 1383359, 1426879, 1455553, 1461186, 513987, 772548, 130502, 1682375, 984009, 934347, 41932, 1162188, 1337293, 603089, 744402, 1150929, 1585105, 1837522, 463838, 907743, 1281504, 1938914, 1972710, 667623, 1179643, 1822698, 504300, 1564141, 339950, 1488878, 1769968, 87027, 1959417, 1224698, 1519099}	275
Andersson	 Master. Sigvard Harald Elias	{144388, 1493509, 98310, 1213958, 2035209, 996362, 1429514, 1527824, 748052, 1114645, 306710, 586774, 625181, 1533984, 794659, 202277, 679462, 1077797, 456232, 729640, 1437221, 362541, 970797, 1357359, 1443888, 1749553, 1790509, 801846, 442423, 1220664, 1031737, 529466, 69179, 2023995, 335937, 1847874, 1628227, 1350212, 976965, 1621577, 644684, 134734, 515150, 1686608, 788050, 1304151, 597084, 547421, 602206, 984156, 1008732, 1307743, 1432668, 1907297, 701029, 1018470, 1501802, 1014893, 362094, 496238, 1261168, 1699441, 650354, 951411, 114804, 1404533, 441462, 1899632, 493690, 106109, 1058432, 1459841, 1091718, 957063, 1353862, 1413769, 126090, 505994, 1151116, 1559184, 924307, 1771156, 39072, 1379489, 1252003, 2016933, 429225, 510633, 573101, 345264, 554162, 520373, 1128636, 2042558, 2035905, 58562, 1278153, 112330, 1726666, 223436, 764620, 1918154, 500431, 739536, 820947, 1568469, 1508569, 233178, 637146, 2009820, 1638112, 34532, 350440, 1302249, 875244, 1500397, 2000622, 1997554, 404213, 1644791, 2011895, 1965817, 746235, 1795323, 1438973, 218366, 719102, 1023744, 1914623, 1563906, 392964, 824070, 1519366, 149258, 1890061, 609554, 943891, 1472274, 170264, 157466, 1097498, 567582, 676639, 1147173, 1875750, 329001, 890156, 1484076, 433966, 572207, 1787180, 1497394, 805173, 215352, 501560, 1013051, 260412, 1402683, 1464124, 245055, 359743, 1647935, 927554, 264008, 1420617, 1955148, 1442126, 752463, 1235792, 464722, 1005398, 1478486, 1323865, 255834, 249180, 1297245, 200031, 792927, 1070945, 293730, 1117023, 1418591, 1730917, 687463, 623980, 1345390, 90479, 762735, 326513, 1588590, 808821, 1921399, 839033, 1244538, 1290617, 859516, 1951619, 1937797, 2032006, 2040719, 238485, 1504150, 222618, 834971, 7580, 741789, 865694, 1572763, 1678235, 833953, 269224, 267691, 1597869, 113070, 2017715, 1193396, 994229, 1270710, 1729972, 330680, 1498046, 1158597, 162246, 539078, 490952, 984009, 1174983, 41932, 1812429, 713678, 1892304, 618449, 744402, 1210833, 1585105, 768982, 1744346, 802779, 463838, 323040, 1281504, 1994722, 1374698, 331755, 1550315, 1488878, 879087, 963568, 1182193, 592373, 988662, 1959417, 1521659}	850
Torber	 Mr. Ernst William	{144388, 459782, 98310, 173575, 996362, 550924, 568848, 1024533, 586774, 1164312, 1322521, 1493532, 749085, 350752, 794659, 202277, 689711, 69179, 651329, 839749, 1287755, 2008652, 520782, 1071185, 788050, 203350, 232023, 623704, 1307228, 495198, 1096800, 1675361, 1907297, 845412, 1497198, 223859, 494195, 30845, 957063, 587401, 1413769, 1984651, 982161, 1229969, 691859, 1740434, 58517, 1816726, 1315991, 39072, 676513, 1379489, 1852581, 906920, 429225, 579244, 1090222, 2009262, 364729, 1640635, 1143997, 1446077, 2042558, 2035905, 230086, 745673, 112330, 1918154, 1091790, 1613009, 2023123, 1556180, 1103575, 829662, 1271009, 1281258, 1643243, 1807598, 1247471, 2014450, 730355, 1296629, 1814773, 1795323, 1535745, 824070, 1646344, 1245449, 166155, 1341708, 1506573, 609554, 1513234, 1032473, 1559322, 544539, 936732, 1454367, 1443618, 831780, 465195, 1550125, 656690, 1671475, 805173, 886073, 1055034, 260412, 1603902, 786752, 927554, 802120, 1539401, 1151311, 1005398, 200031, 1418591, 293730, 505699, 1727330, 1258855, 867176, 1749352, 1797993, 1970023, 1345390, 625519, 752495, 1469296, 477557, 1921399, 104319, 1589640, 386956, 431502, 530830, 535950, 1580431, 2040719, 91028, 169879, 1109915, 1572763, 920478, 1889186, 1547686, 179633, 2017715, 121269, 123829, 1439669, 1693115, 1449918, 1174983, 699849, 797641, 1812429, 744402, 768982, 1148893, 773598, 1256414, 1011680, 775656, 1871336, 1822698, 450027, 504300, 1564141, 1349616, 1769968, 87027, 1704948, 1569277, 313854}	603
Rush	 Mr. Alfred George John	{459782, 849414, 564746, 1750539, 963086, 411665, 737298, 1871889, 1894417, 490005, 586774, 1713686, 265753, 326169, 778777, 178715, 287777, 396839, 729640, 132649, 878633, 1672233, 1121324, 362541, 970797, 689711, 1357359, 801846, 1010752, 315458, 1090626, 164932, 1137220, 1162311, 899660, 788050, 960088, 602206, 22624, 875104, 856162, 2030690, 1133158, 138350, 1046638, 5232, 829552, 1768563, 1729141, 288886, 1432184, 990328, 591483, 825979, 1697410, 1161861, 957063, 1973386, 435852, 714380, 845455, 1740434, 1032339, 1143447, 1691799, 200857, 549531, 706205, 880798, 39072, 487077, 892079, 1217199, 1332402, 795315, 246456, 371905, 1813191, 890057, 1918154, 1110220, 1483481, 831196, 1026784, 580324, 402152, 1231081, 1643243, 638700, 1724653, 627953, 1195771, 1592059, 1531647, 1535745, 1089282, 58116, 1002249, 1245449, 1024786, 1817363, 485367, 1206040, 1470750, 860447, 1443618, 1550125, 862514, 1671475, 209716, 42813, 1647935, 701760, 1449281, 66370, 1218371, 1743177, 2023244, 943444, 1561430, 121176, 621914, 1492314, 782172, 1074525, 200031, 16735, 1856353, 1945955, 1258855, 109928, 1583975, 1970023, 914293, 924533, 1464184, 767866, 916347, 1059706, 1103227, 104319, 1838468, 1984904, 1313161, 491403, 386956, 1580431, 807321, 279450, 1466777, 688032, 645542, 1559462, 981496, 1271218, 376243, 1177529, 338875, 1693115, 847299, 533445, 1174983, 1337293, 1892304, 232913, 1210833, 452563, 1347542, 933336, 1421274, 1256414, 907743, 908767, 1246687, 1994722, 775656, 331755, 91117, 1488878, 1704948, 1522677, 988662, 1019895, 1751544, 622589, 1802238}	574
Astor	 Mrs. John Jacob (Madeleine Talmadge Force)	{55305, 319498, 1241100, 1564695, 1533984, 1949733, 1398823, 1206314, 362541, 6197, 442423, 1220664, 2039870, 315458, 1570883, 421961, 1867858, 1392724, 229461, 22624, 1675361, 856162, 772213, 1691799, 39072, 1839275, 551087, 1097905, 1407158, 340155, 1745099, 1960141, 30926, 1601748, 1609953, 934122, 1724653, 471281, 1296629, 1519863, 768253, 561405, 1341708, 622867, 1607956, 923932, 829735, 862514, 1671475, 1802549, 1003835, 991551, 860481, 246091, 1816921, 1730917, 1796462, 1921399, 1290617, 2032006, 971143, 616852, 1255832, 1466777, 1034650, 741789, 833953, 506289, 2017715, 121269, 592329, 1210833, 1149409, 1044964, 1110517, 981496, 1751544, 1487355, 1620488, 1024533, 514583, 778777, 350752, 629283, 891435, 277040, 1854005, 1137220, 191052, 270927, 942672, 1839705, 1000026, 547421, 199262, 871007, 1907297, 1280621, 801391, 1553011, 1215096, 1432184, 1397380, 1413766, 957063, 965259, 207500, 1317517, 47771, 357021, 998045, 858787, 1090222, 1645233, 795315, 1493694, 701127, 850649, 1065698, 580324, 172779, 404213, 1530619, 1592059, 920323, 310024, 1559322, 936732, 29472, 844579, 133926, 1528625, 209716, 1598266, 574273, 66370, 781149, 1297245, 1117023, 625519, 662384, 752495, 1313653, 2020226, 1700773, 637863, 269224, 1770416, 1582000, 994229, 93141, 2022361, 52188, 916444, 1256414, 91117, 1704948, 1893365, 1334269, 613376, 1729538, 144388, 1813509, 496650, 1121324, 68654, 1766473, 1019895, 1463385, 597084, 951411, 441462, 1215607, 1184893, 105599, 285824, 126090, 1229969, 58517, 1074331, 1379489, 1201315, 1940673, 62663, 267473, 771284, 238805, 1170649, 1434844, 1264864, 1041637, 152815, 1131766, 785664, 412937, 982281, 462114, 656690, 886073, 1013051, 359743, 1647935, 927055, 1627474, 1258855, 109928, 875883, 1588590, 892276, 386426, 1103227, 1324411, 83327, 1523071, 1475974, 318856, 1443224, 1975704, 1498522, 294305, 243114, 806321, 1271218, 376243, 1693115, 679358, 1492419, 824772, 366031, 372184, 1107417, 1447390, 1281504, 21989, 775656, 431593, 450027, 988662, 1756663, 1299958, 650749, 2035209, 564746, 1537548, 235022, 503310, 568848, 304659, 306710, 296473, 202277, 1437221, 689711, 1801775, 1490503, 687691, 2008652, 417358, 515664, 1746518, 960088, 1402456, 1986147, 1750632, 489070, 1261168, 730739, 1488511, 1740434, 706205, 487077, 1091249, 1294013, 1375938, 644808, 1568469, 818905, 831196, 1302249, 1195771, 1535745, 925442, 1775362, 1890061, 468771, 444225, 264008, 864076, 782172, 1617758, 1970023, 1343337, 61294, 298868, 808821, 507773, 104319, 247681, 1689474, 386956, 718743, 1425331, 337846, 1177529, 1527737, 540608, 393158, 1286086, 1892304, 1073107, 458709, 1421274, 802779, 1581020, 1540062, 1011680, 1994722, 667623, 729066, 331755, 454644, 485367}	700
Gilinski	 Mr. Eliezer	{685572, 98310, 173575, 319498, 996362, 972814, 568848, 306710, 586774, 1164312, 1690655, 697887, 1610277, 679462, 729640, 449580, 1129006, 1407025, 537651, 442423, 1031737, 293434, 446524, 155203, 1137220, 839749, 1423437, 634446, 515664, 1071185, 788050, 203350, 1380440, 597084, 101469, 1307228, 1646184, 1497198, 223859, 494195, 502899, 951411, 1488511, 1413769, 1740434, 664737, 1492641, 1647268, 843941, 1473189, 1039528, 429225, 594100, 1446077, 752830, 2042558, 1940673, 2035905, 1983174, 112330, 1918154, 233178, 829662, 1150691, 982248, 1328364, 1890028, 1807598, 1992942, 967423, 1535745, 824070, 1144070, 1245449, 166155, 1119499, 1267470, 290579, 1559322, 1110302, 29472, 462114, 1443618, 831780, 1351461, 1824549, 1522986, 1550125, 1655602, 1671475, 805173, 277819, 260412, 1603902, 602943, 555328, 727873, 927554, 636742, 702790, 264008, 1390421, 200031, 1091941, 1879398, 394600, 82286, 1345390, 808821, 1290617, 1714553, 1229695, 1149827, 1336708, 1544077, 431502, 530830, 535950, 1580431, 1913743, 1970574, 303510, 1572763, 20381, 1016763, 1693115, 889790, 1286086, 1174983, 699849, 797641, 1126346, 1812429, 768982, 1233879, 1569757, 1256414, 1281504, 990182, 775656, 1871336, 1800176, 1731569, 1704948, 774133, 68604}	588
Christy	 Miss. Julie Rachel	{1294337, 144388, 98310, 61448, 332297, 996362, 178703, 364559, 304659, 647699, 1049619, 306710, 625181, 1158176, 1043491, 271908, 576037, 679462, 670250, 1700397, 966190, 1743406, 1790509, 1749553, 1967670, 442423, 1031737, 293434, 69179, 1548345, 1847874, 1490503, 895568, 1620048, 473172, 246870, 1526359, 101464, 960088, 1739862, 1884761, 597084, 394333, 820317, 234591, 1907297, 650354, 951411, 1215607, 1091718, 323721, 212106, 1214607, 1395859, 1509528, 962715, 1789084, 1622688, 664737, 1379489, 1580707, 1314980, 727717, 1953959, 1039528, 429225, 796328, 1231532, 738992, 346289, 868022, 1128636, 752830, 489663, 1805503, 1856193, 2035905, 2042558, 598212, 112330, 864458, 223436, 1960141, 500431, 850649, 920282, 1170649, 459998, 1224414, 1260768, 1150691, 1041637, 1992942, 806128, 1416951, 1698046, 1023744, 375041, 496386, 1714947, 1581828, 824070, 24839, 665353, 1341708, 525071, 1134870, 193818, 1814303, 74017, 276776, 1760553, 557365, 805173, 1719605, 1731385, 604475, 260412, 1729343, 1563969, 927554, 264008, 1806664, 700746, 973132, 1088854, 971100, 1117023, 1058144, 1343337, 1098602, 61294, 1345390, 808821, 1921399, 1290617, 386426, 282493, 522111, 2020226, 1149827, 131972, 1336708, 311176, 909192, 1471898, 263067, 1572763, 865694, 784290, 1307554, 1145259, 1029036, 113070, 294831, 853936, 1821103, 2017715, 1413051, 382399, 1426879, 528834, 617411, 551364, 772548, 1461186, 1126346, 1812429, 795605, 768982, 811991, 1620440, 463838, 1281504, 1627107, 21989, 667623, 1923562, 678381, 1488878, 1071088, 1000438, 1959417, 1519099}	580
